ano,idade,motivo_situacao,sexo,qte_acidentes,situacao
2005-01-01,55 a 59 Anos,Típico-Com Cat,Feminino,270.0,Com Cat Registrada
2005-01-01,55 a 59 Anos,Doença do Trabalho-Com Cat,Feminino,33.0,Com Cat Registrada
2005-01-01,55 a 59 Anos,Trajeto-Com Cat,Feminino,83.0,Com Cat Registrada
2005-01-01,60 a 64 Anos,Típico-Com Cat,Masculino,772.0,Com Cat Registrada
2005-01-01,60 a 64 Anos,Doença do Trabalho-Com Cat,Masculino,75.0,Com Cat Registrada
2005-01-01,60 a 64 Anos,Trajeto-Com Cat,Masculino,126.0,Com Cat Registrada
2005-01-01,60 a 64 Anos,Típico-Com Cat,Feminino,169.0,Com Cat Registrada
2005-01-01,60 a 64 Anos,Doença do Trabalho-Com Cat,Feminino,15.0,Com Cat Registrada
2005-01-01,60 a 64 Anos,Trajeto-Com Cat,Feminino,72.0,Com Cat Registrada
2005-01-01,60 a 64 Anos,Típico-Com Cat,Masculino,679.0,Com Cat Registrada
2005-01-01,60 a 64 Anos,Doença do Trabalho-Com Cat,Masculino,49.0,Com Cat Registrada
2005-01-01,60 a 64 Anos,Trajeto-Com Cat,Masculino,88.0,Com Cat Registrada
2005-01-01,60 a 64 Anos,Típico-Com Cat,Feminino,105.0,Com Cat Registrada
2005-01-01,60 a 64 Anos,Doença do Trabalho-Com Cat,Feminino,11.0,Com Cat Registrada
2005-01-01,60 a 64 Anos,Trajeto-Com Cat,Feminino,49.0,Com Cat Registrada
2005-01-01,60 a 64 Anos,Típico-Com Cat,Masculino,535.0,Com Cat Registrada
2005-01-01,60 a 64 Anos,Doença do Trabalho-Com Cat,Masculino,40.0,Com Cat Registrada
2005-01-01,60 a 64 Anos,Trajeto-Com Cat,Masculino,87.0,Com Cat Registrada
2005-01-01,60 a 64 Anos,Típico-Com Cat,Feminino,85.0,Com Cat Registrada
2005-01-01,60 a 64 Anos,Doença do Trabalho-Com Cat,Feminino,5.0,Com Cat Registrada
2005-01-01,60 a 64 Anos,Trajeto-Com Cat,Feminino,37.0,Com Cat Registrada
2005-01-01,60 a 64 Anos,Típico-Com Cat,Masculino,472.0,Com Cat Registrada
2005-01-01,60 a 64 Anos,Doença do Trabalho-Com Cat,Masculino,34.0,Com Cat Registrada
2005-01-01,60 a 64 Anos,Trajeto-Com Cat,Masculino,78.0,Com Cat Registrada
2005-01-01,60 a 64 Anos,Típico-Com Cat,Feminino,75.0,Com Cat Registrada
2005-01-01,60 a 64 Anos,Doença do Trabalho-Com Cat,Feminino,3.0,Com Cat Registrada
2005-01-01,60 a 64 Anos,Trajeto-Com Cat,Feminino,22.0,Com Cat Registrada
2005-01-01,60 a 64 Anos,Típico-Com Cat,Masculino,318.0,Com Cat Registrada
2005-01-01,60 a 64 Anos,Doença do Trabalho-Com Cat,Masculino,28.0,Com Cat Registrada
2005-01-01,60 a 64 Anos,Trajeto-Com Cat,Masculino,42.0,Com Cat Registrada
2005-01-01,60 a 64 Anos,Típico-Com Cat,Feminino,47.0,Com Cat Registrada
2005-01-01,60 a 64 Anos,Doença do Trabalho-Com Cat,Feminino,3.0,Com Cat Registrada
2005-01-01,60 a 64 Anos,Trajeto-Com Cat,Feminino,25.0,Com Cat Registrada
2005-01-01,65 a 69 Anos,Típico-Com Cat,Masculino,263.0,Com Cat Registrada
2005-01-01,65 a 69 Anos,Doença do Trabalho-Com Cat,Masculino,18.0,Com Cat Registrada
2005-01-01,65 a 69 Anos,Trajeto-Com Cat,Masculino,37.0,Com Cat Registrada
2005-01-01,65 a 69 Anos,Típico-Com Cat,Feminino,41.0,Com Cat Registrada
2005-01-01,65 a 69 Anos,Doença do Trabalho-Com Cat,Feminino,3.0,Com Cat Registrada
2005-01-01,65 a 69 Anos,Trajeto-Com Cat,Feminino,16.0,Com Cat Registrada
2005-01-01,65 a 69 Anos,Típico-Com Cat,Masculino,159.0,Com Cat Registrada
2005-01-01,65 a 69 Anos,Doença do Trabalho-Com Cat,Masculino,7.0,Com Cat Registrada
2005-01-01,65 a 69 Anos,Trajeto-Com Cat,Masculino,25.0,Com Cat Registrada
2005-01-01,65 a 69 Anos,Típico-Com Cat,Feminino,35.0,Com Cat Registrada
2005-01-01,65 a 69 Anos,Doença do Trabalho-Com Cat,Feminino,1.0,Com Cat Registrada
2005-01-01,65 a 69 Anos,Trajeto-Com Cat,Feminino,22.0,Com Cat Registrada
2005-01-01,65 a 69 Anos,Típico-Com Cat,Masculino,101.0,Com Cat Registrada
2005-01-01,65 a 69 Anos,Doença do Trabalho-Com Cat,Masculino,6.0,Com Cat Registrada
2005-01-01,65 a 69 Anos,Trajeto-Com Cat,Masculino,16.0,Com Cat Registrada
2005-01-01,65 a 69 Anos,Típico-Com Cat,Feminino,13.0,Com Cat Registrada
2005-01-01,65 a 69 Anos,Doença do Trabalho-Com Cat,Feminino,1.0,Com Cat Registrada
2005-01-01,65 a 69 Anos,Trajeto-Com Cat,Feminino,14.0,Com Cat Registrada
2005-01-01,65 a 69 Anos,Típico-Com Cat,Masculino,77.0,Com Cat Registrada
2005-01-01,65 a 69 Anos,Doença do Trabalho-Com Cat,Masculino,1.0,Com Cat Registrada
2005-01-01,65 a 69 Anos,Trajeto-Com Cat,Masculino,5.0,Com Cat Registrada
2005-01-01,65 a 69 Anos,Típico-Com Cat,Feminino,12.0,Com Cat Registrada
2005-01-01,65 a 69 Anos,Doença do Trabalho-Com Cat,Feminino,2.0,Com Cat Registrada
2005-01-01,65 a 69 Anos,Trajeto-Com Cat,Feminino,6.0,Com Cat Registrada
2005-01-01,65 a 69 Anos,Típico-Com Cat,Masculino,57.0,Com Cat Registrada
2005-01-01,65 a 69 Anos,Doença do Trabalho-Com Cat,Masculino,3.0,Com Cat Registrada
2005-01-01,65 a 69 Anos,Trajeto-Com Cat,Masculino,8.0,Com Cat Registrada
2005-01-01,65 a 69 Anos,Típico-Com Cat,Feminino,18.0,Com Cat Registrada
2005-01-01,65 a 69 Anos,Doença do Trabalho-Com Cat,Feminino,1.0,Com Cat Registrada
2005-01-01,65 a 69 Anos,Trajeto-Com Cat,Feminino,3.0,Com Cat Registrada
2005-01-01,70 Anos ou mais,Típico-Com Cat,Masculino,44.0,Com Cat Registrada
2005-01-01,70 Anos ou mais,Doença do Trabalho-Com Cat,Masculino,5.0,Com Cat Registrada
2005-01-01,70 Anos ou mais,Trajeto-Com Cat,Masculino,10.0,Com Cat Registrada
2005-01-01,70 Anos ou mais,Típico-Com Cat,Feminino,5.0,Com Cat Registrada
2005-01-01,70 Anos ou mais,Doença do Trabalho-Com Cat,Feminino,1.0,Com Cat Registrada
2005-01-01,70 Anos ou mais,Trajeto-Com Cat,Feminino,2.0,Com Cat Registrada
2005-01-01,70 Anos ou mais,Típico-Com Cat,Masculino,38.0,Com Cat Registrada
2005-01-01,70 Anos ou mais,Doença do Trabalho-Com Cat,Masculino,2.0,Com Cat Registrada
2005-01-01,70 Anos ou mais,Trajeto-Com Cat,Masculino,4.0,Com Cat Registrada
2005-01-01,70 Anos ou mais,Típico-Com Cat,Feminino,8.0,Com Cat Registrada
2005-01-01,70 Anos ou mais,Doença do Trabalho-Com Cat,Feminino,1.0,Com Cat Registrada
2005-01-01,70 Anos ou mais,Trajeto-Com Cat,Feminino,3.0,Com Cat Registrada
2005-01-01,70 Anos ou mais,Típico-Com Cat,Masculino,30.0,Com Cat Registrada
2005-01-01,70 Anos ou mais,Trajeto-Com Cat,Masculino,5.0,Com Cat Registrada
2005-01-01,70 Anos ou mais,Típico-Com Cat,Feminino,4.0,Com Cat Registrada
2005-01-01,70 Anos ou mais,Trajeto-Com Cat,Feminino,3.0,Com Cat Registrada
2005-01-01,70 Anos ou mais,Típico-Com Cat,Masculino,22.0,Com Cat Registrada
2005-01-01,70 Anos ou mais,Doença do Trabalho-Com Cat,Masculino,1.0,Com Cat Registrada
2005-01-01,70 Anos ou mais,Trajeto-Com Cat,Masculino,6.0,Com Cat Registrada
2005-01-01,70 Anos ou mais,Típico-Com Cat,Feminino,3.0,Com Cat Registrada
2005-01-01,70 Anos ou mais,Trajeto-Com Cat,Feminino,3.0,Com Cat Registrada
2005-01-01,70 Anos ou mais,Típico-Com Cat,Masculino,18.0,Com Cat Registrada
2005-01-01,70 Anos ou mais,Trajeto-Com Cat,Masculino,6.0,Com Cat Registrada
2005-01-01,70 Anos ou mais,Típico-Com Cat,Feminino,8.0,Com Cat Registrada
2005-01-01,70 Anos ou mais,Trajeto-Com Cat,Feminino,3.0,Com Cat Registrada
2005-01-01,70 Anos ou mais,Típico-Com Cat,Masculino,13.0,Com Cat Registrada
2005-01-01,70 Anos ou mais,Trajeto-Com Cat,Masculino,1.0,Com Cat Registrada
2005-01-01,70 Anos ou mais,Típico-Com Cat,Feminino,3.0,Com Cat Registrada
2005-01-01,70 Anos ou mais,Típico-Com Cat,Masculino,9.0,Com Cat Registrada
2005-01-01,70 Anos ou mais,Doença do Trabalho-Com Cat,Masculino,2.0,Com Cat Registrada
2005-01-01,70 Anos ou mais,Trajeto-Com Cat,Masculino,3.0,Com Cat Registrada
2005-01-01,70 Anos ou mais,Típico-Com Cat,Feminino,2.0,Com Cat Registrada
2005-01-01,70 Anos ou mais,Típico-Com Cat,Masculino,12.0,Com Cat Registrada
2005-01-01,70 Anos ou mais,Trajeto-Com Cat,Masculino,1.0,Com Cat Registrada
2005-01-01,70 Anos ou mais,Típico-Com Cat,Feminino,3.0,Com Cat Registrada
2005-01-01,70 Anos ou mais,Trajeto-Com Cat,Feminino,1.0,Com Cat Registrada
2005-01-01,70 Anos ou mais,Típico-Com Cat,Masculino,4.0,Com Cat Registrada
2005-01-01,70 Anos ou mais,Trajeto-Com Cat,Masculino,1.0,Com Cat Registrada
2005-01-01,70 Anos ou mais,Típico-Com Cat,Feminino,2.0,Com Cat Registrada
2005-01-01,70 Anos ou mais,Típico-Com Cat,Masculino,4.0,Com Cat Registrada
2005-01-01,70 Anos ou mais,Típico-Com Cat,Feminino,1.0,Com Cat Registrada
2005-01-01,70 Anos ou mais,Trajeto-Com Cat,Feminino,1.0,Com Cat Registrada
2005-01-01,70 Anos ou mais,Típico-Com Cat,Masculino,4.0,Com Cat Registrada
2005-01-01,70 Anos ou mais,Doença do Trabalho-Com Cat,Masculino,1.0,Com Cat Registrada
2005-01-01,70 Anos ou mais,Trajeto-Com Cat,Masculino,1.0,Com Cat Registrada
2005-01-01,70 Anos ou mais,Trajeto-Com Cat,Feminino,1.0,Com Cat Registrada
2005-01-01,70 Anos ou mais,Típico-Com Cat,Masculino,7.0,Com Cat Registrada
2005-01-01,70 Anos ou mais,Típico-Com Cat,Masculino,4.0,Com Cat Registrada
2005-01-01,70 Anos ou mais,Doença do Trabalho-Com Cat,Masculino,1.0,Com Cat Registrada
2005-01-01,70 Anos ou mais,Trajeto-Com Cat,Masculino,1.0,Com Cat Registrada
2005-01-01,70 Anos ou mais,Típico-Com Cat,Masculino,1.0,Com Cat Registrada
2005-01-01,70 Anos ou mais,Típico-Com Cat,Feminino,1.0,Com Cat Registrada
2005-01-01,70 Anos ou mais,Doença do Trabalho-Com Cat,Masculino,1.0,Com Cat Registrada
2005-01-01,70 Anos ou mais,Trajeto-Com Cat,Feminino,1.0,Com Cat Registrada
2005-01-01,70 Anos ou mais,Típico-Com Cat,Masculino,2.0,Com Cat Registrada
2005-01-01,70 Anos ou mais,Típico-Com Cat,Masculino,1.0,Com Cat Registrada
2005-01-01,70 Anos ou mais,Trajeto-Com Cat,Masculino,1.0,Com Cat Registrada
2005-01-01,70 Anos ou mais,Típico-Com Cat,Masculino,1.0,Com Cat Registrada
2005-01-01,70 Anos ou mais,Típico-Com Cat,Masculino,1.0,Com Cat Registrada
2005-01-01,70 Anos ou mais,Típico-Com Cat,Masculino,2.0,Com Cat Registrada
2005-01-01,70 Anos ou mais,Típico-Com Cat,Masculino,1.0,Com Cat Registrada
2005-01-01,70 Anos ou mais,Típico-Com Cat,Masculino,2.0,Com Cat Registrada
2005-01-01,70 Anos ou mais,Trajeto-Com Cat,Masculino,4.0,Com Cat Registrada
2005-01-01,70 Anos ou mais,Típico-Com Cat,Masculino,1.0,Com Cat Registrada
2005-01-01,70 Anos ou mais,Típico-Com Cat,Feminino,1.0,Com Cat Registrada
2005-01-01,70 Anos ou mais,Trajeto-Com Cat,Masculino,1.0,Com Cat Registrada
2005-01-01,70 Anos ou mais,Típico-Com Cat,Masculino,1.0,Com Cat Registrada
2005-01-01,70 Anos ou mais,Típico-Com Cat,Masculino,3.0,Com Cat Registrada
2005-01-01,70 Anos ou mais,Típico-Com Cat,Masculino,1.0,Com Cat Registrada
2005-01-01,70 Anos ou mais,Típico-Com Cat,Masculino,1.0,Com Cat Registrada
2006-01-01,Ignorada,Típico-Com Cat,Masculino,15.0,Com Cat Registrada
2006-01-01,Ignorada,Trajeto-Com Cat,Masculino,1.0,Com Cat Registrada
2006-01-01,Ignorada,Típico-Com Cat,Feminino,11.0,Com Cat Registrada
2006-01-01,Ignorada,Típico-Com Cat,Masculino,3.0,Com Cat Registrada
2006-01-01,Ignorada,Típico-Com Cat,Masculino,1.0,Com Cat Registrada
2006-01-01,Ignorada,Típico-Com Cat,Feminino,2.0,Com Cat Registrada
2006-01-01,Ignorada,Típico-Com Cat,Ignorado,2.0,Com Cat Registrada
2006-01-01,Ignorada,Trajeto-Com Cat,Masculino,1.0,Com Cat Registrada
2006-01-01,Ignorada,Típico-Com Cat,Feminino,1.0,Com Cat Registrada
2006-01-01,Ignorada,Típico-Com Cat,Masculino,14.0,Com Cat Registrada
2006-01-01,Ignorada,Típico-Com Cat,Feminino,5.0,Com Cat Registrada
2006-01-01,Ignorada,Trajeto-Com Cat,Feminino,1.0,Com Cat Registrada
2006-01-01,Ignorada,Típico-Com Cat,Masculino,4.0,Com Cat Registrada
2006-01-01,Ignorada,Típico-Com Cat,Feminino,2.0,Com Cat Registrada
2006-01-01,Ignorada,Típico-Com Cat,Masculino,7.0,Com Cat Registrada
2006-01-01,Ignorada,Trajeto-Com Cat,Masculino,1.0,Com Cat Registrada
2006-01-01,Ignorada,Típico-Com Cat,Feminino,4.0,Com Cat Registrada
2006-01-01,Ignorada,Trajeto-Com Cat,Feminino,1.0,Com Cat Registrada
2006-01-01,Ignorada,Típico-Com Cat,Masculino,5.0,Com Cat Registrada
2006-01-01,Ignorada,Típico-Com Cat,Feminino,4.0,Com Cat Registrada
2006-01-01,Ignorada,Doença do Trabalho-Com Cat,Feminino,1.0,Com Cat Registrada
2006-01-01,19 Anos ou menos,Típico-Com Cat,Masculino,4.0,Com Cat Registrada
2006-01-01,19 Anos ou menos,Típico-Com Cat,Masculino,1.0,Com Cat Registrada
2006-01-01,19 Anos ou menos,Típico-Com Cat,Feminino,2.0,Com Cat Registrada
2006-01-01,19 Anos ou menos,Doença do Trabalho-Com Cat,Feminino,1.0,Com Cat Registrada
2006-01-01,19 Anos ou menos,Típico-Com Cat,Masculino,7.0,Com Cat Registrada
2006-01-01,19 Anos ou menos,Trajeto-Com Cat,Masculino,1.0,Com Cat Registrada
2006-01-01,19 Anos ou menos,Típico-Com Cat,Feminino,3.0,Com Cat Registrada
2006-01-01,19 Anos ou menos,Típico-Com Cat,Masculino,53.0,Com Cat Registrada
2006-01-01,19 Anos ou menos,Trajeto-Com Cat,Masculino,12.0,Com Cat Registrada
2006-01-01,19 Anos ou menos,Típico-Com Cat,Feminino,12.0,Com Cat Registrada
2006-01-01,19 Anos ou menos,Trajeto-Com Cat,Feminino,3.0,Com Cat Registrada
2006-01-01,19 Anos ou menos,Típico-Com Cat,Masculino,386.0,Com Cat Registrada
2006-01-01,19 Anos ou menos,Doença do Trabalho-Com Cat,Masculino,1.0,Com Cat Registrada
2006-01-01,19 Anos ou menos,Trajeto-Com Cat,Masculino,105.0,Com Cat Registrada
2006-01-01,19 Anos ou menos,Típico-Com Cat,Feminino,83.0,Com Cat Registrada
2006-01-01,19 Anos ou menos,Doença do Trabalho-Com Cat,Feminino,2.0,Com Cat Registrada
2006-01-01,19 Anos ou menos,Trajeto-Com Cat,Feminino,35.0,Com Cat Registrada
2006-01-01,19 Anos ou menos,Típico-Com Cat,Masculino,1256.0,Com Cat Registrada
2006-01-01,19 Anos ou menos,Doença do Trabalho-Com Cat,Masculino,10.0,Com Cat Registrada
2006-01-01,19 Anos ou menos,Trajeto-Com Cat,Masculino,246.0,Com Cat Registrada
2006-01-01,19 Anos ou menos,Típico-Com Cat,Feminino,279.0,Com Cat Registrada
2006-01-01,19 Anos ou menos,Doença do Trabalho-Com Cat,Feminino,13.0,Com Cat Registrada
2006-01-01,19 Anos ou menos,Trajeto-Com Cat,Feminino,98.0,Com Cat Registrada
2006-01-01,19 Anos ou menos,Típico-Com Cat,Masculino,3251.0,Com Cat Registrada
2006-01-01,19 Anos ou menos,Doença do Trabalho-Com Cat,Masculino,40.0,Com Cat Registrada
2006-01-01,19 Anos ou menos,Trajeto-Com Cat,Masculino,553.0,Com Cat Registrada
2006-01-01,19 Anos ou menos,Típico-Com Cat,Feminino,597.0,Com Cat Registrada
2006-01-01,19 Anos ou menos,Doença do Trabalho-Com Cat,Feminino,34.0,Com Cat Registrada
2006-01-01,19 Anos ou menos,Trajeto-Com Cat,Feminino,210.0,Com Cat Registrada
2006-01-01,19 Anos ou menos,Típico-Com Cat,Masculino,7772.0,Com Cat Registrada
2006-01-01,19 Anos ou menos,Doença do Trabalho-Com Cat,Masculino,73.0,Com Cat Registrada
2006-01-01,19 Anos ou menos,Trajeto-Com Cat,Masculino,1305.0,Com Cat Registrada
2006-01-01,19 Anos ou menos,Típico-Com Cat,Feminino,1295.0,Com Cat Registrada
2006-01-01,19 Anos ou menos,Doença do Trabalho-Com Cat,Feminino,91.0,Com Cat Registrada
2006-01-01,19 Anos ou menos,Trajeto-Com Cat,Feminino,505.0,Com Cat Registrada
2006-01-01,20 a 24 Anos,Típico-Com Cat,Masculino,10828.0,Com Cat Registrada
2006-01-01,20 a 24 Anos,Doença do Trabalho-Com Cat,Masculino,125.0,Com Cat Registrada
2006-01-01,20 a 24 Anos,Trajeto-Com Cat,Masculino,1778.0,Com Cat Registrada
2006-01-01,20 a 24 Anos,Típico-Com Cat,Feminino,1743.0,Com Cat Registrada
2006-01-01,20 a 24 Anos,Doença do Trabalho-Com Cat,Feminino,203.0,Com Cat Registrada
2006-01-01,20 a 24 Anos,Trajeto-Com Cat,Feminino,629.0,Com Cat Registrada
2006-01-01,20 a 24 Anos,Típico-Com Cat,Masculino,12704.0,Com Cat Registrada
2006-01-01,20 a 24 Anos,Doença do Trabalho-Com Cat,Masculino,188.0,Com Cat Registrada
2006-01-01,20 a 24 Anos,Trajeto-Com Cat,Masculino,2092.0,Com Cat Registrada
2006-01-01,20 a 24 Anos,Típico-Com Cat,Feminino,2194.0,Com Cat Registrada
2006-01-01,20 a 24 Anos,Doença do Trabalho-Com Cat,Feminino,248.0,Com Cat Registrada
2006-01-01,20 a 24 Anos,Trajeto-Com Cat,Feminino,802.0,Com Cat Registrada
2006-01-01,20 a 24 Anos,Típico-Com Cat,Masculino,12644.0,Com Cat Registrada
2006-01-01,20 a 24 Anos,Doença do Trabalho-Com Cat,Masculino,229.0,Com Cat Registrada
2006-01-01,20 a 24 Anos,Trajeto-Com Cat,Masculino,2185.0,Com Cat Registrada
2006-01-01,20 a 24 Anos,Típico-Com Cat,Feminino,2527.0,Com Cat Registrada
2006-01-01,20 a 24 Anos,Doença do Trabalho-Com Cat,Feminino,312.0,Com Cat Registrada
2006-01-01,20 a 24 Anos,Trajeto-Com Cat,Feminino,764.0,Com Cat Registrada
2006-01-01,20 a 24 Anos,Típico-Com Cat,Masculino,13736.0,Com Cat Registrada
2006-01-01,20 a 24 Anos,Doença do Trabalho-Com Cat,Masculino,264.0,Com Cat Registrada
2006-01-01,20 a 24 Anos,Trajeto-Com Cat,Masculino,2320.0,Com Cat Registrada
2006-01-01,20 a 24 Anos,Típico-Com Cat,Feminino,2814.0,Com Cat Registrada
2006-01-01,20 a 24 Anos,Doença do Trabalho-Com Cat,Feminino,383.0,Com Cat Registrada
2006-01-01,20 a 24 Anos,Trajeto-Com Cat,Feminino,893.0,Com Cat Registrada
2006-01-01,20 a 24 Anos,Típico-Com Cat,Masculino,14780.0,Com Cat Registrada
2006-01-01,20 a 24 Anos,Doença do Trabalho-Com Cat,Masculino,332.0,Com Cat Registrada
2006-01-01,20 a 24 Anos,Trajeto-Com Cat,Masculino,2446.0,Com Cat Registrada
2006-01-01,20 a 24 Anos,Típico-Com Cat,Feminino,3251.0,Com Cat Registrada
2006-01-01,20 a 24 Anos,Doença do Trabalho-Com Cat,Feminino,434.0,Com Cat Registrada
2006-01-01,20 a 24 Anos,Trajeto-Com Cat,Feminino,1032.0,Com Cat Registrada
2006-01-01,25 a 29 Anos,Típico-Com Cat,Masculino,14351.0,Com Cat Registrada
2006-01-01,25 a 29 Anos,Doença do Trabalho-Com Cat,Masculino,373.0,Com Cat Registrada
2006-01-01,25 a 29 Anos,Trajeto-Com Cat,Masculino,2410.0,Com Cat Registrada
2006-01-01,25 a 29 Anos,Típico-Com Cat,Feminino,3211.0,Com Cat Registrada
2006-01-01,25 a 29 Anos,Doença do Trabalho-Com Cat,Feminino,465.0,Com Cat Registrada
2006-01-01,25 a 29 Anos,Trajeto-Com Cat,Feminino,1072.0,Com Cat Registrada
2006-01-01,25 a 29 Anos,Típico-Com Cat,Masculino,13653.0,Com Cat Registrada
2006-01-01,25 a 29 Anos,Doença do Trabalho-Com Cat,Masculino,446.0,Com Cat Registrada
2006-01-01,25 a 29 Anos,Trajeto-Com Cat,Masculino,2299.0,Com Cat Registrada
2006-01-01,25 a 29 Anos,Típico-Com Cat,Feminino,3281.0,Com Cat Registrada
2006-01-01,25 a 29 Anos,Doença do Trabalho-Com Cat,Feminino,475.0,Com Cat Registrada
2006-01-01,25 a 29 Anos,Trajeto-Com Cat,Feminino,986.0,Com Cat Registrada
2006-01-01,25 a 29 Anos,Típico-Com Cat,Masculino,13200.0,Com Cat Registrada
2006-01-01,25 a 29 Anos,Doença do Trabalho-Com Cat,Masculino,462.0,Com Cat Registrada
2006-01-01,25 a 29 Anos,Trajeto-Com Cat,Masculino,2166.0,Com Cat Registrada
2006-01-01,25 a 29 Anos,Típico-Com Cat,Feminino,3196.0,Com Cat Registrada
2006-01-01,25 a 29 Anos,Doença do Trabalho-Com Cat,Feminino,500.0,Com Cat Registrada
2006-01-01,25 a 29 Anos,Trajeto-Com Cat,Feminino,968.0,Com Cat Registrada
2006-01-01,25 a 29 Anos,Típico-Com Cat,Masculino,12758.0,Com Cat Registrada
2006-01-01,25 a 29 Anos,Doença do Trabalho-Com Cat,Masculino,480.0,Com Cat Registrada
2006-01-01,25 a 29 Anos,Trajeto-Com Cat,Masculino,2015.0,Com Cat Registrada
2006-01-01,25 a 29 Anos,Típico-Com Cat,Feminino,3078.0,Com Cat Registrada
2006-01-01,25 a 29 Anos,Doença do Trabalho-Com Cat,Feminino,472.0,Com Cat Registrada
2006-01-01,25 a 29 Anos,Trajeto-Com Cat,Feminino,870.0,Com Cat Registrada
2006-01-01,25 a 29 Anos,Típico-Com Cat,Masculino,12143.0,Com Cat Registrada
2006-01-01,25 a 29 Anos,Doença do Trabalho-Com Cat,Masculino,463.0,Com Cat Registrada
2006-01-01,25 a 29 Anos,Trajeto-Com Cat,Masculino,1888.0,Com Cat Registrada
2006-01-01,25 a 29 Anos,Típico-Com Cat,Feminino,3091.0,Com Cat Registrada
2006-01-01,25 a 29 Anos,Doença do Trabalho-Com Cat,Feminino,515.0,Com Cat Registrada
2006-01-01,25 a 29 Anos,Trajeto-Com Cat,Feminino,876.0,Com Cat Registrada
2006-01-01,30 a 34 Anos,Típico-Com Cat,Masculino,11604.0,Com Cat Registrada
2006-01-01,30 a 34 Anos,Doença do Trabalho-Com Cat,Masculino,470.0,Com Cat Registrada
2006-01-01,30 a 34 Anos,Trajeto-Com Cat,Masculino,1809.0,Com Cat Registrada
2006-01-01,30 a 34 Anos,Típico-Com Cat,Feminino,2949.0,Com Cat Registrada
2006-01-01,30 a 34 Anos,Doença do Trabalho-Com Cat,Feminino,485.0,Com Cat Registrada
2006-01-01,30 a 34 Anos,Trajeto-Com Cat,Feminino,837.0,Com Cat Registrada
2006-01-01,30 a 34 Anos,Típico-Com Cat,Masculino,10826.0,Com Cat Registrada
2006-01-01,30 a 34 Anos,Doença do Trabalho-Com Cat,Masculino,469.0,Com Cat Registrada
2006-01-01,30 a 34 Anos,Trajeto-Com Cat,Masculino,1697.0,Com Cat Registrada
2006-01-01,30 a 34 Anos,Típico-Com Cat,Feminino,2726.0,Com Cat Registrada
2006-01-01,30 a 34 Anos,Doença do Trabalho-Com Cat,Feminino,508.0,Com Cat Registrada
2006-01-01,30 a 34 Anos,Trajeto-Com Cat,Feminino,784.0,Com Cat Registrada
2006-01-01,30 a 34 Anos,Típico-Com Cat,Masculino,10671.0,Com Cat Registrada
2006-01-01,30 a 34 Anos,Doença do Trabalho-Com Cat,Masculino,467.0,Com Cat Registrada
2006-01-01,30 a 34 Anos,Trajeto-Com Cat,Masculino,1648.0,Com Cat Registrada
2006-01-01,30 a 34 Anos,Típico-Com Cat,Feminino,2826.0,Com Cat Registrada
2006-01-01,30 a 34 Anos,Doença do Trabalho-Com Cat,Feminino,475.0,Com Cat Registrada
2006-01-01,30 a 34 Anos,Trajeto-Com Cat,Feminino,763.0,Com Cat Registrada
2006-01-01,30 a 34 Anos,Típico-Com Cat,Masculino,9778.0,Com Cat Registrada
2006-01-01,30 a 34 Anos,Doença do Trabalho-Com Cat,Masculino,478.0,Com Cat Registrada
2006-01-01,30 a 34 Anos,Trajeto-Com Cat,Masculino,1584.0,Com Cat Registrada
2006-01-01,30 a 34 Anos,Típico-Com Cat,Feminino,2567.0,Com Cat Registrada
2006-01-01,30 a 34 Anos,Doença do Trabalho-Com Cat,Feminino,451.0,Com Cat Registrada
2006-01-01,30 a 34 Anos,Trajeto-Com Cat,Feminino,744.0,Com Cat Registrada
2006-01-01,30 a 34 Anos,Típico-Com Cat,Masculino,9422.0,Com Cat Registrada
2006-01-01,30 a 34 Anos,Doença do Trabalho-Com Cat,Masculino,500.0,Com Cat Registrada
2006-01-01,30 a 34 Anos,Trajeto-Com Cat,Masculino,1460.0,Com Cat Registrada
2006-01-01,30 a 34 Anos,Típico-Com Cat,Feminino,2608.0,Com Cat Registrada
2006-01-01,30 a 34 Anos,Doença do Trabalho-Com Cat,Feminino,454.0,Com Cat Registrada
2006-01-01,30 a 34 Anos,Trajeto-Com Cat,Feminino,671.0,Com Cat Registrada
2006-01-01,35 a 39 Anos,Típico-Com Cat,Masculino,8872.0,Com Cat Registrada
2006-01-01,35 a 39 Anos,Doença do Trabalho-Com Cat,Masculino,507.0,Com Cat Registrada
2006-01-01,35 a 39 Anos,Trajeto-Com Cat,Masculino,1286.0,Com Cat Registrada
2006-01-01,35 a 39 Anos,Típico-Com Cat,Feminino,2465.0,Com Cat Registrada
2006-01-01,35 a 39 Anos,Doença do Trabalho-Com Cat,Feminino,449.0,Com Cat Registrada
2006-01-01,35 a 39 Anos,Trajeto-Com Cat,Feminino,710.0,Com Cat Registrada
2006-01-01,35 a 39 Anos,Típico-Com Cat,Masculino,8654.0,Com Cat Registrada
2006-01-01,35 a 39 Anos,Doença do Trabalho-Com Cat,Masculino,523.0,Com Cat Registrada
2006-01-01,35 a 39 Anos,Trajeto-Com Cat,Masculino,1377.0,Com Cat Registrada
2006-01-01,35 a 39 Anos,Típico-Com Cat,Feminino,2452.0,Com Cat Registrada
2006-01-01,35 a 39 Anos,Doença do Trabalho-Com Cat,Feminino,430.0,Com Cat Registrada
