ano,parte_atingida,motivo_situacao,qte_acidentes,situacao
2004-01-01,"Face, Partes Múltiplas",Trajeto-Com Cat,1150,Com Cat Registrada
2004-01-01,"Face, Partes Múltiplas",Doença do Trabalho-Com Cat,50,Com Cat Registrada
2004-01-01,"Cabeça, Partes Múltiplas",Típico-Com Cat,4297,Com Cat Registrada
2004-01-01,"Cabeça, Partes Múltiplas",Trajeto-Com Cat,1960,Com Cat Registrada
2004-01-01,"Cabeça, Partes Múltiplas",Doença do Trabalho-Com Cat,93,Com Cat Registrada
2004-01-01,"Cabeça, não Informado",Típico-Com Cat,8932,Com Cat Registrada
2004-01-01,"Cabeça, não Informado",Trajeto-Com Cat,1919,Com Cat Registrada
2004-01-01,"Cabeça, não Informado",Doença do Trabalho-Com Cat,219,Com Cat Registrada
2004-01-01,Braço (Entre o Punho e o Ombro),Típico-Com Cat,13079,Com Cat Registrada
2004-01-01,Braço (Entre o Punho e o Ombro),Trajeto-Com Cat,3108,Com Cat Registrada
2004-01-01,Braço (Entre o Punho e o Ombro),Doença do Trabalho-Com Cat,3505,Com Cat Registrada
2004-01-01,Braço (Acima do Cotovelo),Típico-Com Cat,4766,Com Cat Registrada
2004-01-01,Braço (Acima do Cotovelo),Trajeto-Com Cat,1160,Com Cat Registrada
2004-01-01,Braço (Acima do Cotovelo),Doença do Trabalho-Com Cat,514,Com Cat Registrada
2004-01-01,Pescoço,Típico-Com Cat,1310,Com Cat Registrada
2004-01-01,Pescoço,Trajeto-Com Cat,351,Com Cat Registrada
2004-01-01,Pescoço,Doença do Trabalho-Com Cat,74,Com Cat Registrada
2004-01-01,Cotovelo,Típico-Com Cat,2854,Com Cat Registrada
2004-01-01,Cotovelo,Trajeto-Com Cat,767,Com Cat Registrada
2004-01-01,Cotovelo,Doença do Trabalho-Com Cat,620,Com Cat Registrada
2004-01-01,Antebraço (Entre o Punho e o Cotovelo),Típico-Com Cat,15547,Com Cat Registrada
2004-01-01,Antebraço (Entre o Punho e o Cotovelo),Trajeto-Com Cat,2788,Com Cat Registrada
2004-01-01,Antebraço (Entre o Punho e o Cotovelo),Doença do Trabalho-Com Cat,1974,Com Cat Registrada
2004-01-01,Punho,Típico-Com Cat,7501,Com Cat Registrada
2004-01-01,Punho,Trajeto-Com Cat,1199,Com Cat Registrada
2004-01-01,Punho,Doença do Trabalho-Com Cat,2692,Com Cat Registrada
2004-01-01,Mão (Exceto Punho ou Dedos),Típico-Com Cat,37313,Com Cat Registrada
2004-01-01,Mão (Exceto Punho ou Dedos),Trajeto-Com Cat,2465,Com Cat Registrada
2004-01-01,Mão (Exceto Punho ou Dedos),Doença do Trabalho-Com Cat,1013,Com Cat Registrada
2004-01-01,Dedo,Típico-Com Cat,107301,Com Cat Registrada
2004-01-01,Dedo,Trajeto-Com Cat,2969,Com Cat Registrada
2004-01-01,Dedo,Doença do Trabalho-Com Cat,403,Com Cat Registrada
2004-01-01,"Membros Superiores, Partes Múltiplas",Típico-Com Cat,2843,Com Cat Registrada
2004-01-01,"Membros Superiores, Partes Múltiplas",Trajeto-Com Cat,964,Com Cat Registrada
2004-01-01,"Membros Superiores, Partes Múltiplas",Doença do Trabalho-Com Cat,1799,Com Cat Registrada
2004-01-01,"Membros Superiores, não Informado",Típico-Com Cat,3145,Com Cat Registrada
2004-01-01,"Membros Superiores, não Informado",Trajeto-Com Cat,697,Com Cat Registrada
2004-01-01,"Membros Superiores, não Informado",Doença do Trabalho-Com Cat,2551,Com Cat Registrada
2004-01-01,Ombro,Típico-Com Cat,8968,Com Cat Registrada
2004-01-01,Ombro,Trajeto-Com Cat,2967,Com Cat Registrada
2004-01-01,Ombro,Doença do Trabalho-Com Cat,4045,Com Cat Registrada
2004-01-01,Tórax (Inclusive Órgãos Internos),Típico-Com Cat,3593,Com Cat Registrada
2004-01-01,Tórax (Inclusive Órgãos Internos),Trajeto-Com Cat,915,Com Cat Registrada
2004-01-01,Tórax (Inclusive Órgãos Internos),Doença do Trabalho-Com Cat,97,Com Cat Registrada
2004-01-01,"Dorso (Incl. Músculos Dorsais, Coluna e Medula)",Típico-Com Cat,21363,Com Cat Registrada
2004-01-01,"Dorso (Incl. Músculos Dorsais, Coluna e Medula)",Trajeto-Com Cat,2043,Com Cat Registrada
2004-01-01,"Dorso (Incl. Músculos Dorsais, Coluna e Medula)",Doença do Trabalho-Com Cat,3567,Com Cat Registrada
2004-01-01,Abdome (Inclusive Órgãos Internos),Típico-Com Cat,3169,Com Cat Registrada
2004-01-01,Abdome (Inclusive Órgãos Internos),Trajeto-Com Cat,735,Com Cat Registrada
2004-01-01,Abdome (Inclusive Órgãos Internos),Doença do Trabalho-Com Cat,229,Com Cat Registrada
2004-01-01,"Quadris (Inclusive Pélvis, Órgãos Pélvicos e",Típico-Com Cat,1724,Com Cat Registrada
2004-01-01,"Quadris (Inclusive Pélvis, Órgãos Pélvicos e",Trajeto-Com Cat,463,Com Cat Registrada
2004-01-01,"Quadris (Inclusive Pélvis, Órgãos Pélvicos e",Doença do Trabalho-Com Cat,42,Com Cat Registrada
2004-01-01,"Tronco, Parte Múltiplas",Típico-Com Cat,1595,Com Cat Registrada
2004-01-01,"Tronco, Parte Múltiplas",Trajeto-Com Cat,514,Com Cat Registrada
2004-01-01,"Tronco, Parte Múltiplas",Doença do Trabalho-Com Cat,108,Com Cat Registrada
2004-01-01,"Tronco, não Informado",Típico-Com Cat,1382,Com Cat Registrada
2004-01-01,"Tronco, não Informado",Trajeto-Com Cat,244,Com Cat Registrada
2004-01-01,"Tronco, não Informado",Doença do Trabalho-Com Cat,71,Com Cat Registrada
2004-01-01,Perna (Entre O Tornozelo e a Pélvis),Típico-Com Cat,10135,Com Cat Registrada
2004-01-01,Perna (Entre O Tornozelo e a Pélvis),Trajeto-Com Cat,3207,Com Cat Registrada
2004-01-01,Perna (Entre O Tornozelo e a Pélvis),Doença do Trabalho-Com Cat,97,Com Cat Registrada
2004-01-01,Coxa,Típico-Com Cat,2238,Com Cat Registrada
2004-01-01,Coxa,Trajeto-Com Cat,415,Com Cat Registrada
2004-01-01,Coxa,Doença do Trabalho-Com Cat,21,Com Cat Registrada
2004-01-01,Joelho,Típico-Com Cat,17190,Com Cat Registrada
2004-01-01,Joelho,Trajeto-Com Cat,5020,Com Cat Registrada
2004-01-01,Joelho,Doença do Trabalho-Com Cat,278,Com Cat Registrada
2004-01-01,Perna (Entre o Tornozelo e o Joelho),Típico-Com Cat,12273,Com Cat Registrada
2004-01-01,Perna (Entre o Tornozelo e o Joelho),Trajeto-Com Cat,3930,Com Cat Registrada
2004-01-01,Perna (Entre o Tornozelo e o Joelho),Doença do Trabalho-Com Cat,100,Com Cat Registrada
2004-01-01,Articulação do Tornozelo,Típico-Com Cat,10333,Com Cat Registrada
2004-01-01,Articulação do Tornozelo,Trajeto-Com Cat,3872,Com Cat Registrada
2004-01-01,Articulação do Tornozelo,Doença do Trabalho-Com Cat,66,Com Cat Registrada
2004-01-01,Pé (Exceto Artelhos),Típico-Com Cat,28244,Com Cat Registrada
2004-01-01,Pé (Exceto Artelhos),Trajeto-Com Cat,5170,Com Cat Registrada
2004-01-01,Pé (Exceto Artelhos),Doença do Trabalho-Com Cat,145,Com Cat Registrada
2004-01-01,Artelho,Típico-Com Cat,1987,Com Cat Registrada
2004-01-01,Artelho,Trajeto-Com Cat,166,Com Cat Registrada
2004-01-01,Artelho,Doença do Trabalho-Com Cat,17,Com Cat Registrada
2004-01-01,"Membros Inferiores, Partes Múltiplas",Típico-Com Cat,1802,Com Cat Registrada
2004-01-01,"Membros Inferiores, Partes Múltiplas",Trajeto-Com Cat,1039,Com Cat Registrada
2004-01-01,"Membros Inferiores, Partes Múltiplas",Doença do Trabalho-Com Cat,103,Com Cat Registrada
2004-01-01,"Membros Inferiores, não Informado",Típico-Com Cat,2374,Com Cat Registrada
2004-01-01,"Membros Inferiores, não Informado",Trajeto-Com Cat,837,Com Cat Registrada
2004-01-01,"Membros Inferiores, não Informado",Doença do Trabalho-Com Cat,106,Com Cat Registrada
2004-01-01,Partes Múltiplas,Típico-Com Cat,6731,Com Cat Registrada
2004-01-01,Partes Múltiplas,Trajeto-Com Cat,5348,Com Cat Registrada
2004-01-01,Partes Múltiplas,Doença do Trabalho-Com Cat,496,Com Cat Registrada
2004-01-01,Sistemas e Aparelhos,Típico-Com Cat,495,Com Cat Registrada
2004-01-01,Sistemas e Aparelhos,Trajeto-Com Cat,107,Com Cat Registrada
2004-01-01,Sistemas e Aparelhos,Doença do Trabalho-Com Cat,139,Com Cat Registrada
2004-01-01,Aparelho Circulatório,Típico-Com Cat,94,Com Cat Registrada
2004-01-01,Aparelho Circulatório,Trajeto-Com Cat,19,Com Cat Registrada
2004-01-01,Aparelho Circulatório,Doença do Trabalho-Com Cat,105,Com Cat Registrada
2004-01-01,Aparelho Respiratório,Típico-Com Cat,734,Com Cat Registrada
2004-01-01,Aparelho Respiratório,Trajeto-Com Cat,68,Com Cat Registrada
2004-01-01,Aparelho Respiratório,Doença do Trabalho-Com Cat,287,Com Cat Registrada
2004-01-01,Sistema Nervoso,Típico-Com Cat,2245,Com Cat Registrada
2004-01-01,Sistema Nervoso,Trajeto-Com Cat,70,Com Cat Registrada
2004-01-01,Sistema Nervoso,Doença do Trabalho-Com Cat,382,Com Cat Registrada
2004-01-01,Aparelho Digestivo,Típico-Com Cat,169,Com Cat Registrada
2004-01-01,Aparelho Digestivo,Trajeto-Com Cat,18,Com Cat Registrada
2004-01-01,Aparelho Digestivo,Doença do Trabalho-Com Cat,45,Com Cat Registrada
2004-01-01,Aparelho Gênito-Urinário,Típico-Com Cat,285,Com Cat Registrada
2004-01-01,Aparelho Gênito-Urinário,Trajeto-Com Cat,63,Com Cat Registrada
2004-01-01,Aparelho Gênito-Urinário,Doença do Trabalho-Com Cat,47,Com Cat Registrada
2004-01-01,Sistema Músculo-Esquelético,Típico-Com Cat,230,Com Cat Registrada
2004-01-01,Sistema Músculo-Esquelético,Trajeto-Com Cat,57,Com Cat Registrada
2004-01-01,Sistema Músculo-Esquelético,Doença do Trabalho-Com Cat,70,Com Cat Registrada
2004-01-01,"Sistemas e Aparelhos, não Informado",Típico-Com Cat,240,Com Cat Registrada
2004-01-01,"Sistemas e Aparelhos, não Informado",Trajeto-Com Cat,27,Com Cat Registrada
2004-01-01,"Sistemas e Aparelhos, não Informado",Doença do Trabalho-Com Cat,134,Com Cat Registrada
2004-01-01,Parte do Corpo não Informada,Típico-Com Cat,0,Com Cat Registrada
2004-01-01,Parte do Corpo não Informada,Trajeto-Com Cat,0,Com Cat Registrada
2004-01-01,Parte do Corpo não Informada,Doença do Trabalho-Com Cat,0,Com Cat Registrada
2004-01-01,Ignorada,Típico-Com Cat,0,Com Cat Registrada
2004-01-01,Ignorada,Trajeto-Com Cat,0,Com Cat Registrada
2004-01-01,Ignorada,Doença do Trabalho-Com Cat,0,Com Cat Registrada
2005-01-01,Ignorada,Típico-Com Cat,3,Com Cat Registrada
2005-01-01,Crânio (Inclusive Encéfalo),Típico-Com Cat,925,Com Cat Registrada
2005-01-01,Crânio (Inclusive Encéfalo),Doença do Trabalho-Com Cat,31,Com Cat Registrada
2005-01-01,Crânio (Inclusive Encéfalo),Trajeto-Com Cat,553,Com Cat Registrada
2005-01-01,"Ouvido (Externo, Médio, Interno, Audição e Eq",Típico-Com Cat,1510,Com Cat Registrada
2005-01-01,"Ouvido (Externo, Médio, Interno, Audição e Eq",Doença do Trabalho-Com Cat,3937,Com Cat Registrada
2005-01-01,"Ouvido (Externo, Médio, Interno, Audição e Eq",Trajeto-Com Cat,38,Com Cat Registrada
2005-01-01,Olho (Inclusive Nervo Ótico e Visão),Típico-Com Cat,16878,Com Cat Registrada
2005-01-01,Olho (Inclusive Nervo Ótico e Visão),Doença do Trabalho-Com Cat,114,Com Cat Registrada
2005-01-01,Olho (Inclusive Nervo Ótico e Visão),Trajeto-Com Cat,400,Com Cat Registrada
2005-01-01,"Nariz (Inclusive Fossas Nasais, Seios da Face",Típico-Com Cat,1409,Com Cat Registrada
2005-01-01,"Nariz (Inclusive Fossas Nasais, Seios da Face",Doença do Trabalho-Com Cat,22,Com Cat Registrada
2005-01-01,"Nariz (Inclusive Fossas Nasais, Seios da Face",Trajeto-Com Cat,255,Com Cat Registrada
2005-01-01,"Boca (Inclusive Lábios, Dentes, Língua, Garga",Típico-Com Cat,1695,Com Cat Registrada
2005-01-01,"Boca (Inclusive Lábios, Dentes, Língua, Garga",Doença do Trabalho-Com Cat,308,Com Cat Registrada
2005-01-01,"Boca (Inclusive Lábios, Dentes, Língua, Garga",Trajeto-Com Cat,276,Com Cat Registrada
2005-01-01,Mandíbula (Inclusive Queixo),Típico-Com Cat,578,Com Cat Registrada
2005-01-01,Mandíbula (Inclusive Queixo),Doença do Trabalho-Com Cat,6,Com Cat Registrada
2005-01-01,Mandíbula (Inclusive Queixo),Trajeto-Com Cat,175,Com Cat Registrada
2005-01-01,"Face, Partes Múltiplas",Típico-Com Cat,5995,Com Cat Registrada
2005-01-01,"Face, Partes Múltiplas",Doença do Trabalho-Com Cat,60,Com Cat Registrada
2005-01-01,"Face, Partes Múltiplas",Trajeto-Com Cat,1191,Com Cat Registrada
2005-01-01,"Cabeça, Partes Múltiplas",Típico-Com Cat,4515,Com Cat Registrada
2005-01-01,"Cabeça, Partes Múltiplas",Doença do Trabalho-Com Cat,110,Com Cat Registrada
2005-01-01,"Cabeça, Partes Múltiplas",Trajeto-Com Cat,1987,Com Cat Registrada
2005-01-01,"Cabeça, não Informado",Típico-Com Cat,10048,Com Cat Registrada
2005-01-01,"Cabeça, não Informado",Doença do Trabalho-Com Cat,319,Com Cat Registrada
2005-01-01,"Cabeça, não Informado",Trajeto-Com Cat,1960,Com Cat Registrada
2005-01-01,Braço (Entre o Punho e o Ombro),Típico-Com Cat,13522,Com Cat Registrada
2005-01-01,Braço (Entre o Punho e o Ombro),Doença do Trabalho-Com Cat,3477,Com Cat Registrada
2005-01-01,Braço (Entre o Punho e o Ombro),Trajeto-Com Cat,3391,Com Cat Registrada
2005-01-01,Braço (Acima do Cotovelo),Típico-Com Cat,4569,Com Cat Registrada
2005-01-01,Braço (Acima do Cotovelo),Doença do Trabalho-Com Cat,550,Com Cat Registrada
2005-01-01,Braço (Acima do Cotovelo),Trajeto-Com Cat,1131,Com Cat Registrada
2005-01-01,Pescoço,Típico-Com Cat,1465,Com Cat Registrada
2005-01-01,Pescoço,Doença do Trabalho-Com Cat,76,Com Cat Registrada
2005-01-01,Pescoço,Trajeto-Com Cat,407,Com Cat Registrada
2005-01-01,Cotovelo,Típico-Com Cat,3130,Com Cat Registrada
2005-01-01,Cotovelo,Doença do Trabalho-Com Cat,684,Com Cat Registrada
2005-01-01,Cotovelo,Trajeto-Com Cat,909,Com Cat Registrada
2005-01-01,Antebraço (Entre o Punho e o Cotovelo),Típico-Com Cat,16002,Com Cat Registrada
2005-01-01,Antebraço (Entre o Punho e o Cotovelo),Doença do Trabalho-Com Cat,1837,Com Cat Registrada
2005-01-01,Antebraço (Entre o Punho e o Cotovelo),Trajeto-Com Cat,2995,Com Cat Registrada
2005-01-01,Punho,Típico-Com Cat,8034,Com Cat Registrada
2005-01-01,Punho,Doença do Trabalho-Com Cat,2474,Com Cat Registrada
2005-01-01,Punho,Trajeto-Com Cat,1459,Com Cat Registrada
2005-01-01,Mão (Exceto Punho ou Dedos),Típico-Com Cat,37973,Com Cat Registrada
2005-01-01,Mão (Exceto Punho ou Dedos),Doença do Trabalho-Com Cat,949,Com Cat Registrada
2005-01-01,Mão (Exceto Punho ou Dedos),Trajeto-Com Cat,2594,Com Cat Registrada
2005-01-01,Dedo,Típico-Com Cat,116431,Com Cat Registrada
2005-01-01,Dedo,Doença do Trabalho-Com Cat,486,Com Cat Registrada
2005-01-01,Dedo,Trajeto-Com Cat,3443,Com Cat Registrada
2005-01-01,"Membros Superiores, Partes Múltiplas",Típico-Com Cat,2785,Com Cat Registrada
2005-01-01,"Membros Superiores, Partes Múltiplas",Doença do Trabalho-Com Cat,1626,Com Cat Registrada
2005-01-01,"Membros Superiores, Partes Múltiplas",Trajeto-Com Cat,1024,Com Cat Registrada
2005-01-01,"Membros Superiores, não Informado",Típico-Com Cat,3465,Com Cat Registrada
2005-01-01,"Membros Superiores, não Informado",Doença do Trabalho-Com Cat,3031,Com Cat Registrada
2005-01-01,"Membros Superiores, não Informado",Trajeto-Com Cat,834,Com Cat Registrada
2005-01-01,Ombro,Típico-Com Cat,9319,Com Cat Registrada
2005-01-01,Ombro,Doença do Trabalho-Com Cat,4774,Com Cat Registrada
2005-01-01,Ombro,Trajeto-Com Cat,3415,Com Cat Registrada
2005-01-01,Tórax (Inclusive Órgãos Internos),Típico-Com Cat,3704,Com Cat Registrada
2005-01-01,Tórax (Inclusive Órgãos Internos),Doença do Trabalho-Com Cat,99,Com Cat Registrada
2005-01-01,Tórax (Inclusive Órgãos Internos),Trajeto-Com Cat,1004,Com Cat Registrada
2005-01-01,"Dorso (Incl. Músculos Dorsais, Coluna e Medula)",Típico-Com Cat,21866,Com Cat Registrada
2005-01-01,"Dorso (Incl. Músculos Dorsais, Coluna e Medula)",Doença do Trabalho-Com Cat,4177,Com Cat Registrada
2005-01-01,"Dorso (Incl. Músculos Dorsais, Coluna e Medula)",Trajeto-Com Cat,2309,Com Cat Registrada
2005-01-01,Abdome (Inclusive Órgãos Internos),Típico-Com Cat,3298,Com Cat Registrada
2005-01-01,Abdome (Inclusive Órgãos Internos),Doença do Trabalho-Com Cat,295,Com Cat Registrada
2005-01-01,Abdome (Inclusive Órgãos Internos),Trajeto-Com Cat,838,Com Cat Registrada
2005-01-01,"Quadris (Inclusive Pélvis, Órgãos Pélvicos e",Típico-Com Cat,2063,Com Cat Registrada
2005-01-01,"Quadris (Inclusive Pélvis, Órgãos Pélvicos e",Doença do Trabalho-Com Cat,88,Com Cat Registrada
2005-01-01,"Quadris (Inclusive Pélvis, Órgãos Pélvicos e",Trajeto-Com Cat,568,Com Cat Registrada
2005-01-01,"Tronco, Parte Múltiplas",Típico-Com Cat,1801,Com Cat Registrada
2005-01-01,"Tronco, Parte Múltiplas",Doença do Trabalho-Com Cat,116,Com Cat Registrada
2005-01-01,"Tronco, Parte Múltiplas",Trajeto-Com Cat,593,Com Cat Registrada
2005-01-01,"Tronco, não Informado",Típico-Com Cat,1680,Com Cat Registrada
2005-01-01,"Tronco, não Informado",Doença do Trabalho-Com Cat,87,Com Cat Registrada
2005-01-01,"Tronco, não Informado",Trajeto-Com Cat,274,Com Cat Registrada
2005-01-01,Perna (Entre O Tornozelo e a Pélvis),Típico-Com Cat,11165,Com Cat Registrada
2005-01-01,Perna (Entre O Tornozelo e a Pélvis),Doença do Trabalho-Com Cat,140,Com Cat Registrada
2005-01-01,Perna (Entre O Tornozelo e a Pélvis),Trajeto-Com Cat,3800,Com Cat Registrada
2005-01-01,Coxa,Típico-Com Cat,2435,Com Cat Registrada
2005-01-01,Coxa,Doença do Trabalho-Com Cat,30,Com Cat Registrada
2005-01-01,Coxa,Trajeto-Com Cat,472,Com Cat Registrada
2005-01-01,Joelho,Típico-Com Cat,18214,Com Cat Registrada
2005-01-01,Joelho,Doença do Trabalho-Com Cat,330,Com Cat Registrada
2005-01-01,Joelho,Trajeto-Com Cat,5598,Com Cat Registrada
2005-01-01,Perna (Entre o Tornozelo e o Joelho),Típico-Com Cat,12116,Com Cat Registrada
2005-01-01,Perna (Entre o Tornozelo e o Joelho),Doença do Trabalho-Com Cat,113,Com Cat Registrada
2005-01-01,Perna (Entre o Tornozelo e o Joelho),Trajeto-Com Cat,4293,Com Cat Registrada
2005-01-01,Articulação do Tornozelo,Típico-Com Cat,10830,Com Cat Registrada
2005-01-01,Articulação do Tornozelo,Doença do Trabalho-Com Cat,90,Com Cat Registrada
2005-01-01,Articulação do Tornozelo,Trajeto-Com Cat,4236,Com Cat Registrada
2005-01-01,Pé (Exceto Artelhos),Típico-Com Cat,28969,Com Cat Registrada
2005-01-01,Pé (Exceto Artelhos),Doença do Trabalho-Com Cat,172,Com Cat Registrada
2005-01-01,Pé (Exceto Artelhos),Trajeto-Com Cat,5856,Com Cat Registrada
2005-01-01,Artelho,Típico-Com Cat,1796,Com Cat Registrada
2005-01-01,Artelho,Doença do Trabalho-Com Cat,11,Com Cat Registrada
2005-01-01,Artelho,Trajeto-Com Cat,196,Com Cat Registrada
2005-01-01,"Membros Inferiores, Partes Múltiplas",Típico-Com Cat,1681,Com Cat Registrada
2005-01-01,"Membros Inferiores, Partes Múltiplas",Doença do Trabalho-Com Cat,93,Com Cat Registrada
2005-01-01,"Membros Inferiores, Partes Múltiplas",Trajeto-Com Cat,1091,Com Cat Registrada
2005-01-01,"Membros Inferiores, não Informado",Típico-Com Cat,2833,Com Cat Registrada
2005-01-01,"Membros Inferiores, não Informado",Doença do Trabalho-Com Cat,135,Com Cat Registrada
2005-01-01,"Membros Inferiores, não Informado",Trajeto-Com Cat,1025,Com Cat Registrada
2005-01-01,Partes Múltiplas,Típico-Com Cat,8103,Com Cat Registrada
2005-01-01,Partes Múltiplas,Doença do Trabalho-Com Cat,556,Com Cat Registrada
2005-01-01,Partes Múltiplas,Trajeto-Com Cat,6808,Com Cat Registrada
2005-01-01,Sistemas e Aparelhos,Típico-Com Cat,692,Com Cat Registrada
2005-01-01,Sistemas e Aparelhos,Doença do Trabalho-Com Cat,233,Com Cat Registrada
2005-01-01,Sistemas e Aparelhos,Trajeto-Com Cat,118,Com Cat Registrada
2005-01-01,Aparelho Circulatório,Típico-Com Cat,86,Com Cat Registrada
2005-01-01,Aparelho Circulatório,Doença do Trabalho-Com Cat,101,Com Cat Registrada
2005-01-01,Aparelho Circulatório,Trajeto-Com Cat,26,Com Cat Registrada
2005-01-01,Aparelho Respiratório,Típico-Com Cat,803,Com Cat Registrada
2005-01-01,Aparelho Respiratório,Doença do Trabalho-Com Cat,337,Com Cat Registrada
2005-01-01,Aparelho Respiratório,Trajeto-Com Cat,59,Com Cat Registrada
2005-01-01,Sistema Nervoso,Típico-Com Cat,3005,Com Cat Registrada
2005-01-01,Sistema Nervoso,Doença do Trabalho-Com Cat,699,Com Cat Registrada
2005-01-01,Sistema Nervoso,Trajeto-Com Cat,155,Com Cat Registrada
2005-01-01,Aparelho Digestivo,Típico-Com Cat,357,Com Cat Registrada
2005-01-01,Aparelho Digestivo,Doença do Trabalho-Com Cat,69,Com Cat Registrada
2005-01-01,Aparelho Digestivo,Trajeto-Com Cat,13,Com Cat Registrada
2005-01-01,Aparelho Gênito-Urinário,Típico-Com Cat,315,Com Cat Registrada
2005-01-01,Aparelho Gênito-Urinário,Doença do Trabalho-Com Cat,47,Com Cat Registrada
2005-01-01,Aparelho Gênito-Urinário,Trajeto-Com Cat,74,Com Cat Registrada
2005-01-01,Sistema Músculo-Esquelético,Típico-Com Cat,326,Com Cat Registrada
2005-01-01,Sistema Músculo-Esquelético,Doença do Trabalho-Com Cat,91,Com Cat Registrada
2005-01-01,Sistema Músculo-Esquelético,Trajeto-Com Cat,80,Com Cat Registrada
2005-01-01,"Sistemas e Aparelhos, não Informado",Típico-Com Cat,224,Com Cat Registrada
2005-01-01,"Sistemas e Aparelhos, não Informado",Doença do Trabalho-Com Cat,116,Com Cat Registrada
2005-01-01,"Sistemas e Aparelhos, não Informado",Trajeto-Com Cat,48,Com Cat Registrada
2006-01-01,Ignorada,Típico-Com Cat,3,Com Cat Registrada
2006-01-01,Crânio (Inclusive Encéfalo),Típico-Com Cat,891,Com Cat Registrada
2006-01-01,Crânio (Inclusive Encéfalo),Doença do Trabalho-Com Cat,47,Com Cat Registrada
2006-01-01,Crânio (Inclusive Encéfalo),Trajeto-Com Cat,530,Com Cat Registrada
2006-01-01,"Ouvido (Externo, Médio, Interno, Audição e Eq",Típico-Com Cat,1255,Com Cat Registrada
2006-01-01,"Ouvido (Externo, Médio, Interno, Audição e Eq",Doença do Trabalho-Com Cat,3259,Com Cat Registrada
2006-01-01,"Ouvido (Externo, Médio, Interno, Audição e Eq",Trajeto-Com Cat,39,Com Cat Registrada
2006-01-01,Olho (Inclusive Nervo Ótico e Visão),Típico-Com Cat,17111,Com Cat Registrada
2006-01-01,Olho (Inclusive Nervo Ótico e Visão),Doença do Trabalho-Com Cat,110,Com Cat Registrada
2006-01-01,Olho (Inclusive Nervo Ótico e Visão),Trajeto-Com Cat,389,Com Cat Registrada
2006-01-01,"Nariz (Inclusive Fossas Nasais, Seios da Face",Típico-Com Cat,1519,Com Cat Registrada
2006-01-01,"Nariz (Inclusive Fossas Nasais, Seios da Face",Doença do Trabalho-Com Cat,21,Com Cat Registrada
2006-01-01,"Nariz (Inclusive Fossas Nasais, Seios da Face",Trajeto-Com Cat,306,Com Cat Registrada
2006-01-01,"Boca (Inclusive Lábios, Dentes, Língua, Garga",Típico-Com Cat,1849,Com Cat Registrada
2006-01-01,"Boca (Inclusive Lábios, Dentes, Língua, Garga",Doença do Trabalho-Com Cat,205,Com Cat Registrada
2006-01-01,"Boca (Inclusive Lábios, Dentes, Língua, Garga",Trajeto-Com Cat,336,Com Cat Registrada
2006-01-01,Mandíbula (Inclusive Queixo),Típico-Com Cat,580,Com Cat Registrada
2006-01-01,Mandíbula (Inclusive Queixo),Doença do Trabalho-Com Cat,3,Com Cat Registrada
2006-01-01,Mandíbula (Inclusive Queixo),Trajeto-Com Cat,209,Com Cat Registrada
2006-01-01,"Face, Partes Múltiplas",Típico-Com Cat,6095,Com Cat Registrada
2006-01-01,"Face, Partes Múltiplas",Doença do Trabalho-Com Cat,49,Com Cat Registrada
2006-01-01,"Face, Partes Múltiplas",Trajeto-Com Cat,1270,Com Cat Registrada
2006-01-01,"Cabeça, Partes Múltiplas",Típico-Com Cat,4697,Com Cat Registrada
2006-01-01,"Cabeça, Partes Múltiplas",Doença do Trabalho-Com Cat,131,Com Cat Registrada
2006-01-01,"Cabeça, Partes Múltiplas",Trajeto-Com Cat,2051,Com Cat Registrada
2006-01-01,"Cabeça, não Informado",Típico-Com Cat,10179,Com Cat Registrada
2006-01-01,"Cabeça, não Informado",Doença do Trabalho-Com Cat,333,Com Cat Registrada
2006-01-01,"Cabeça, não Informado",Trajeto-Com Cat,2146,Com Cat Registrada
2006-01-01,Braço (Entre o Punho e o Ombro),Típico-Com Cat,13765,Com Cat Registrada
2006-01-01,Braço (Entre o Punho e o Ombro),Doença do Trabalho-Com Cat,2706,Com Cat Registrada
2006-01-01,Braço (Entre o Punho e o Ombro),Trajeto-Com Cat,3671,Com Cat Registrada
2006-01-01,Braço (Acima do Cotovelo),Típico-Com Cat,4594,Com Cat Registrada
2006-01-01,Braço (Acima do Cotovelo),Doença do Trabalho-Com Cat,424,Com Cat Registrada
2006-01-01,Braço (Acima do Cotovelo),Trajeto-Com Cat,1278,Com Cat Registrada
2006-01-01,Pescoço,Típico-Com Cat,1455,Com Cat Registrada
2006-01-01,Pescoço,Doença do Trabalho-Com Cat,59,Com Cat Registrada
2006-01-01,Pescoço,Trajeto-Com Cat,439,Com Cat Registrada
2006-01-01,Cotovelo,Típico-Com Cat,3485,Com Cat Registrada
2006-01-01,Cotovelo,Doença do Trabalho-Com Cat,659,Com Cat Registrada
2006-01-01,Cotovelo,Trajeto-Com Cat,1032,Com Cat Registrada
2006-01-01,Antebraço (Entre o Punho e o Cotovelo),Típico-Com Cat,15750,Com Cat Registrada
2006-01-01,Antebraço (Entre o Punho e o Cotovelo),Doença do Trabalho-Com Cat,1523,Com Cat Registrada
2006-01-01,Antebraço (Entre o Punho e o Cotovelo),Trajeto-Com Cat,3155,Com Cat Registrada
2006-01-01,Punho,Típico-Com Cat,8604,Com Cat Registrada
